authid;authtypecode;main_heading;alt_heading;uri
23293;PERSO_NAME;"Renieu, Lionel 1879-1940";"Wiener, Lionel";http://www.wikidata.org/entity/Q1827264
23294;PERSO_NAME;"Rondel, Auguste 1858-1934";;http://www.wikidata.org/entity/Q63381015
23296;PERSO_NAME;"Buurman, Erica";;http://www.wikidata.org/entity/Q87263909
23297;PERSO_NAME;"Wilson, Charles 1968-";;
23298;PERSO_NAME;"Michel, P.";;
23299;PERSO_NAME;"Sacy, S. S. de";;
23300;PERSO_NAME;"Raymond of Sabunde ?-1436";"Raimundus|Raymond|Raymond|Raymundus|Raymundus de Sabunde|Sabonde, Raymond|Sabunde, Raimundo|Sabunde, Raimundus de|Sabunde, Ramón|Sabunde, Raymundus de";http://www.wikidata.org/entity/Q947994
23302;PERSO_NAME;"Roland ?-778";"Hruodland|Hruotlant|Orlando|Roelant|Roland le preux";http://www.wikidata.org/entity/Q207535
23303;PERSO_NAME;"Hilka, A.";;
23304;PERSO_NAME;"Weber, Aloysia c. 1761-1839";"Lange née Weber, Aloysia|Lange, Aloisia|Lange, Aloysia|Lange, Louise|Lange, Maria Aloysia|Weber, Maria Aloysia|Weber, Maria Aloysia Antonia";http://www.wikidata.org/entity/Q79022
23305;GEOGR_NAME;"Schwetzingen (Germany)";;http://www.wikidata.org/entity/Q3232
23306;PERSO_NAME;"Turchi, M.";;
23307;PERSO_NAME;"Sanguineti, E.";;
23308;PERSO_NAME;"Charlemagne Holy Roman Emperor; King of Franks; King of Italy 742-814";"Carlo Magno|Carlomagno|Carlos Magno|Carolus Magnus|Charles the Great|Karel de Grote|Karl|Karl the Great|Karol Wielki|Karolus Magnus";http://www.wikidata.org/entity/Q3044
23309;PERSO_NAME;"Janson, K. J. A.";;http://www.wikidata.org/entity/Q130319156
23310;PERSO_NAME;"Abeling, André";;
23311;PERSO_NAME;"Heesen, Martha";;http://www.wikidata.org/entity/Q1903057
23312;PERSO_NAME;"Abraham a Sancta Clara 1644-1709";"Megerle, Hans Ulrich|Megerle, Johann Ulrich|Mergerle, John Ulrich|Mergerlin, John Ulrich";http://www.wikidata.org/entity/Q61137
23313;PERSO_NAME;"Ruiter, Pon";;
23314;PERSO_NAME;"Leeuwe, H. H. J. de";;http://www.wikidata.org/entity/Q94941309
23315;PERSO_NAME;"Asselberghs, W.";;
23316;PERSO_NAME;"Kerkhoff, E. L.";;
23317;PERSO_NAME;"Tromp, Cornelis 1629-1691";"Tromp, Cornelis Martenszoon|Tromp, Cornelis Martenz |Tromp, Cornelis van |Van Trump, Cornelis ";http://www.wikidata.org/entity/Q982247
23318;PERSO_NAME;"Pérennès, Jean-Baptiste 1800-1873";"Pérennès, J.-B.|Pérennès, Jean B.";http://www.wikidata.org/entity/Q28151174
23319;GEOGR_NAME;"Upper Swabia (Germany)";"Haute-Souabe|Oberschwaben|Schwäbisches Oberland";http://www.wikidata.org/entity/Q445702
23320;GEOGR_NAME;"Göteborg (Sweden)";Gotembourg|Gothenburg;http://www.wikidata.org/entity/Q25287
23321;PERSO_NAME;"Livius, Titus 59-17 BC";"Liviĭ, Tit|Livio, Tito|Livius, T.|Livy|Tite-Live";http://www.wikidata.org/entity/Q2039
23322;GEOGR_NAME;"Padua (Italy)";Padoue|Padova;http://www.wikidata.org/entity/Q617
23323;GEOGR_NAME;"Umbria (Italy)";Ombrie|Umbrië|Umbrien;http://www.wikidata.org/entity/Q1280
23324;CORPO_NAME;"Windsor Castle (United Kingdom)";;http://www.wikidata.org/entity/Q42646
23325;PERSO_NAME;"Smith, Joseph 1682-1770";"Consul Smith";http://www.wikidata.org/entity/Q476702
23326;PERSO_NAME;"Köhler, Wolfgang 1923-2003";;
23327;TOPIC_TERM;Modulation;"Change of key|Modulatie|Toonaardwissel";http://www.wikidata.org/entity/Q750240
23328;TOPIC_TERM;"Alberti bass";"Albertibas|Alberti-Bass|Albertijnse bas|Albertische Bässe|Basse d'Alberti";http://www.wikidata.org/entity/Q568203
23329;CORPO_NAME;"University of Oxford (United Kingdom)";"Oxford|Oxford University|Oxon.|Universitas Oxoniensis";http://www.wikidata.org/entity/Q34433
23330;PERSO_NAME;"Goehr, Alexander -1932";"Goehr, Peter Alexander";http://www.wikidata.org/entity/Q215847
23331;PERSO_NAME;"Anderson, Joel";;
23332;TOPIC_TERM;Guild;"Ambachtsgilde|Corporation|Corps de métier|Gilde|Zunft";http://www.wikidata.org/entity/Q170161
23333;PERSO_NAME;"Raat, Alexander J. P.";;http://www.wikidata.org/entity/Q98122514
23334;PERSO_NAME;"Velema, Wyger R. E.";;
23335;PERSO_NAME;"Baar-de Weerd, Claudette";;http://www.wikidata.org/entity/Q98121051
23336;PERSO_NAME;"Palmer, Robert B.";;
23337;PERSO_NAME;"Egeria 4th century BC";"Aetheria|Égérie";http://www.wikidata.org/entity/Q275899
23338;PERSO_NAME;"Hunink, Vincent";;http://www.wikidata.org/entity/Q2541909
23339;PERSO_NAME;"Drijvers, Jan Willem";;
23340;GEOGR_NAME;Syria;Syrie|Syrië;http://www.wikidata.org/entity/Q858
23341;PERSO_NAME;"Varassi Pega, Barbara -1977";;
23342;TOPIC_TERM;Tango;;http://www.wikidata.org/entity/Q338450
23343;TOPIC_TERM;"Sight reading";"À livre ouvert|A prima vista|À vuespel|Blattsingen|Lecture à vue|Prima vista|Sight-reading|Zichtlezen";http://www.wikidata.org/entity/Q882254
23344;TOPIC_TERM;Rehearsal;"Dry run|Practice|Probe|Rehearsing|Repeteren|Repetitie|Répétition";http://www.wikidata.org/entity/Q1751775
23345;TOPIC_TERM;Rigaudon;Rigadoon;http://www.wikidata.org/entity/Q383845
23346;TOPIC_TERM;Ritenuto;rit.;http://www.wikidata.org/entity/Q1646162
23347;PERSO_NAME;"Roginska, Agnieszka";;http://www.wikidata.org/entity/Q56255371
23348;PERSO_NAME;"Geluso, Paul";;
23349;PERSO_NAME;"Rousset, Christophe 1961-";;http://www.wikidata.org/entity/Q590410
23350;PERSO_NAME;"Hurford, Peter 1930-2019";"Hurford, Peter John";http://www.wikidata.org/entity/Q2032701
23351;PERSO_NAME;"Bullock, Michael";;
23352;PERSO_NAME;"Hamilton, Bernard -1932";;
23353;PERSO_NAME;"Otten, Willemien";;http://www.wikidata.org/entity/Q93234474
23354;CORPO_NAME;"Lobwasser family";;
23355;TOPIC_TERM;Lituus;;http://www.wikidata.org/entity/Q1553522
23356;CORPO_NAME;"Lotti family";;http://www.wikidata.org/entity/Q21449036
23357;TOPIC_TERM;"Picardy third";"Picardische terts|Picardische Terz|Tierce de Picardie|Tierce picarde";http://www.wikidata.org/entity/Q938888
23358;CORPO_NAME;"Quatuor Vocal de Bruxelles (Brussels, Belgium)";;
23359;PERSO_NAME;"Wicchel, Philippe van 1614-1675";"Wichel, Philippe van";http://www.wikidata.org/entity/Q569267
23360;PERSO_NAME;"Kempis, Nicolaus a 1600-1676";"Kempis, Nicolaes a|Kempis, Nicolaes à|Kempis, Nicolaus à|Nicolaus a Kempis|Nicolaus à Kempis";http://www.wikidata.org/entity/Q330712
23361;PERSO_NAME;"Gool, A. B. van";;
23362;PERSO_NAME;"Bellenger, Dominic Aidan";;http://www.wikidata.org/entity/Q93239228
23363;CORPO_NAME;"Abbaye Saint-Pierre de Solesmes (Sarthe, France)";"Abbaye de Solesmes|Abbey of Solesmes|Abdij van Solesmes|Benediktinerabtei St. Pierre|Solesmes Abbey";http://www.wikidata.org/entity/Q306131
23364;PERSO_NAME;"Primus, Pearl 1919-1994";"Primus, Pearl Eileen ";http://www.wikidata.org/entity/Q11698449
23365;PERSO_NAME;"Velde, C. F. van der 1779-1824";"Fan-der-Felʹde|Van der Velde, C. F.|Velde, Carl Franz van der|Velde, Karl Franz van der";http://www.wikidata.org/entity/Q85756
23366;TOPIC_TERM;Dancer;Danser|Danseres|Danseur|Danseuse|Tänzer|Tänzerin;http://www.wikidata.org/entity/Q5716684
23367;PERSO_NAME;"Schmitt, Aloys 1788-1866";"Schmitt, Alois|Schmitt, Aloise";http://www.wikidata.org/entity/Q527514
23368;CORPO_NAME;"Église Saint-Hilaire de Näfels (Glaris, Switzerland)";"St. Hilarius Parish Church of Näfels";http://www.wikidata.org/entity/Q7588337
23369;PERSO_NAME;"Chapin, Keith";"Chapin, Keith Moore";
23370;PERSO_NAME;"Davies, Joe";;
23371;PERSO_NAME;"Théaulon, M. 1787-1841";"Léon|Théaulon de Lambert|Théaulon de Lambert, Emmanuel|Théaulon, E.|Théaulon, Emmanuel|Théaulon, Marie-Emmanuel-Guillaume-Marguerite";http://www.wikidata.org/entity/Q2733401
23372;PERSO_NAME;"Villoteau, Guillaume-André 1759-1839";"Villoteau, Guillaume André|Villoteau, M.";http://www.wikidata.org/entity/Q2424371
23373;PERSO_NAME;"Valla, Giorgio 1447-1500";"Valla, G.|Valla, Georg|Valla, Georgius";http://www.wikidata.org/entity/Q1525570
23374;PERSO_NAME;"Beroaldo, Filippo 1453-1505";"Beroaldus, Philippus";http://www.wikidata.org/entity/Q3071870
23375;PERSO_NAME;"Camerarius, Joachim 1500-1574";"Camerarius Papebergensis, Joachimus|Camerarius, Ioachimus|Camerarius, Joachimus|Cammermeister, Joachim|Kammermeister, Joachim|Liebhard, Joachim|Liebhart, Joachim|Quaestor, Joachimus";http://www.wikidata.org/entity/Q64361
23376;PERSO_NAME;"Pagninus, Janus";;
23377;PERSO_NAME;"Manuzio, Paolo 1512-1574";"Manuce, Paul|Manucius, Paulus|Manutius, Paulus";http://www.wikidata.org/entity/Q941151
23378;PERSO_NAME;"Jans, Elly";;http://www.wikidata.org/entity/Q30131357
23379;GEOGR_NAME;"Tuscany (Italy)";"Region of Tuscany|Regione toscana|Toscana|Toscane|Tuscany Region";http://www.wikidata.org/entity/Q1273
23380;PERSO_NAME;"Arber, Edward";;http://www.wikidata.org/entity/Q256052
23381;PERSO_NAME;"Cuillé, Tili Boon";;
23382;PERSO_NAME;"Labio, Catherine";;http://www.wikidata.org/entity/Q115688861
23383;PERSO_NAME;"Rouwenhorst, K. Geert";;http://www.wikidata.org/entity/Q5529915
23384;PERSO_NAME;"Young, TImothy G.";;
23385;PERSO_NAME;"Shiller, Robert J.";;http://www.wikidata.org/entity/Q338151
23386;PERSO_NAME;"Paillard, Jean-François 1928-2013";;http://www.wikidata.org/entity/Q1684847
23387;CORPO_NAME;"Orchestre de chambre Jean-François Paillard (France)";;http://www.wikidata.org/entity/Q11328669
23388;PERSO_NAME;"Bernhard, Edmond";;http://www.wikidata.org/entity/Q3047744
23389;PERSO_NAME;"Vergnies, Jacques de";;
23390;PERSO_NAME;"Ouwerx, John 1903-1983";;
23391;PERSO_NAME;"Stehman, Jacques 1912-1975";;
23392;PERSO_NAME;"Van Wymeersch, Brigitte";;http://www.wikidata.org/entity/Q55946531
23393;PERSO_NAME;"Kintzler, Catherine";;http://www.wikidata.org/entity/Q2941954
23394;PERSO_NAME;"Jacobs, Rémi";;http://www.wikidata.org/entity/Q107683254
23395;TOPIC_TERM;"Voice change";"Baard in de keel|Mue|Mutation|Stembreuk|Stimmbruch|Stimmwechsel|Voice break|Voice crack|Voice mutation";http://www.wikidata.org/entity/Q502689
23396;PERSO_NAME;"Trissino, Giovanni Giorgio 1478-1550";"Trissino, Gian Giorgio|Trissino, Giangiorgio|Trissino, Gio. Giorgio|Trissino, Giovan Giorgio";http://www.wikidata.org/entity/Q436738
23397;PERSO_NAME;"Gravelot, Hubert-François 1699-1773";"Bourguignon, Hubert-François|d'Anville, Hubert François Bourguignon|Gravelot|Gravelot, Hubert|Gravelot, Hubert-François Bourguignon";http://www.wikidata.org/entity/Q981197
23398;PERSO_NAME;"Clavel, André";;
23399;TOPIC_TERM;Postmodernism;Postmoderne|Post-modernism|Postmodernisme|Postmodernismus;http://www.wikidata.org/entity/Q47783
23400;PERSO_NAME;"Duffy, Maureen";;http://www.wikidata.org/entity/Q6792669
23401;PERSO_NAME;"Bekker, Jos den";;
23402;TOPIC_TERM;"Organ registration";"Orgelregistratie|Registratie|Orgelregisters|Stop list";http://www.wikidata.org/entity/Q7309439
23403;TOPIC_TERM;Glockenspiel;Klokkenspel;http://www.wikidata.org/entity/Q626035
23404;TOPIC_TERM;Chorton;Kirchenton|Orgelton;http://www.wikidata.org/entity/Q2030322
23405;TOPIC_TERM;"Concert pitch";Kamertoon|Kammerton|Normaaltoon|Normalton|Stemtoon|Stimmton;http://www.wikidata.org/entity/Q1571955
23406;TOPIC_TERM;"Cembal d'amour";"Cembalo d'amour|Clavecin d'amour";http://www.wikidata.org/entity/Q109325767
23407;PERSO_NAME;"van Maerlant, Jacob c. 1230/40-1288-1300";"Maerlant, Jacob van";http://www.wikidata.org/entity/Q1393906
23408;PERSO_NAME;"Paepe, N. de";;
23409;GEOGR_NAME;"Attica (Greece)";"Atiki|Attika|Attikē|Attikēs Nomos|Attiki|Attiki|Attikis Nomos|Attique|Periféreia Attikís|Periphereia Attikēs";http://www.wikidata.org/entity/Q122443
23410;PERSO_NAME;"Ruusbroec, Jan van 1293-1381";"Jan van Ruysbroeck|Ruisbroeck, Jan van|Rusber, Jan|Rusbrochius, Ioannes|Rusbrochius, Joannes|Rüsbröck, John|Rusbroquio, Juan|Ruusbroec, Jean|Ruusbroec, Johannes van|Ruusbroec, John";http://www.wikidata.org/entity/Q920312
23411;PERSO_NAME;"Dumas, Alexandre 1802-1870";"Dumas, Alexandre père";http://www.wikidata.org/entity/Q38337
23412;CORPO_NAME;"Cirque Olympique (Paris, France)";"Cirque d'Astley|Cirque Franconi|Cirque-Olympique";http://www.wikidata.org/entity/Q61518916
23413;PERSO_NAME;"Saint-Georges, Joseph Bologne de 1745-1799";"Bologne, Joseph|Boulogne, Joseph|Chevalier de Saint-George|Chevalier de Saint-Georges|De Saint-Georges, Joseph Bologne|Saint-George, Joseph Bologne|Saint-George, Joseph Bologne de|Saint-Georges";http://www.wikidata.org/entity/Q726953
23414;CORPO_NAME;"Théâtre des Variétés (Paris, France)";Variétés;http://www.wikidata.org/entity/Q373890
23415;CORPO_NAME;"Théâtre du Vaudeville (Paris, France)";;http://www.wikidata.org/entity/Q109936383
23416;CORPO_NAME;"Théâtre de la Gaîté (Paris, France)";;http://www.wikidata.org/entity/Q16838226
23417;PERSO_NAME;"Lippius, Johann 1585-1612";"Lippius, Johannes";http://www.wikidata.org/entity/Q95700
23418;PERSO_NAME;"Linnaeus, Carolus 1741-1783";"Linnaeus, Carl|Linnæus, Carolus|Linné, Carl von|Linneus|Von Linné, Carl";http://www.wikidata.org/entity/Q1043
23419;CORPO_NAME;"Musée Galliera (Paris, France)";"Musée Brignole-Galliera|Musée de la mode";http://www.wikidata.org/entity/Q1632912
23420;PERSO_NAME;"Demange, Odile";;http://www.wikidata.org/entity/Q83599502
23421;PERSO_NAME;"Alensoon, Jan 1683-1769";;http://www.wikidata.org/entity/Q15876851
23422;TOPIC_TERM;"Short octave";"Kort octaaf|Kort oktaaf|Kurze Oktave|Octave courte";http://www.wikidata.org/entity/Q2255256
23423;PERSO_NAME;"Ernst Ludwig von Hessen-Darmstadt Landgraf 1667-1739";"Ernest Louis of Hesse-Darmstadt|Ernst Lodewijk van Hessen-Darmstadt";http://www.wikidata.org/entity/Q504498
23424;GEOGR_NAME;"Zerbst (Germany)";;http://www.wikidata.org/entity/Q155981
23425;CORPO_NAME;"Schloss Gottorf (Schleswig, Germany)";"Gottorf Castle";http://www.wikidata.org/entity/Q647987
23426;GEOGR_NAME;"Wolfenbüttel (Germany)";;http://www.wikidata.org/entity/Q4122
23427;CORPO_NAME;"Absolut Trio";;
23428;TOPIC_TERM;Accent;Akzent|Attaque|Forzato|Sforzato;http://www.wikidata.org/entity/Q424494
23429;TOPIC_TERM;Acciaccatura;"Kurzer Vorschlag";http://www.wikidata.org/entity/Q2696129
23430;TOPIC_TERM;"Grace note";"Ornement musical|Versieringsnoot";http://www.wikidata.org/entity/Q4334
23431;TOPIC_TERM;Alcohol;"Alcool|Drank|Ethanol|Sterke drank";http://www.wikidata.org/entity/Q47146337|http://www.wikidata.org/entity/Q153|http://www.wikidata.org/entity/Q154
23432;TOPIC_TERM;Wine;Vin|Vino|Vinum|Wein|Wijn;http://www.wikidata.org/entity/Q282
23433;CORPO_NAME;"Accademia Filarmonica di Bologna (Italy)";"Philharmonic Academy of Bologna";http://www.wikidata.org/entity/Q338339
23434;TOPIC_TERM;Bourrée;Borreia|Borrèia|Bouree|Bourree|Montagnarde;http://www.wikidata.org/entity/Q866816
23435;TOPIC_TERM;Voicing;"Disposition de l'accord|Voicings";http://www.wikidata.org/entity/Q1760262
23436;TOPIC_TERM;"Sixteen-foot stop";"16'|16' stop|16-foot|16-foot stop|16-voet|Sixteen-foot pitch";http://www.wikidata.org/entity/Q123058072
23437;TOPIC_TERM;Tile;Azulejos|Carreau|Kachel|Tegel;http://www.wikidata.org/entity/Q468402
23438;TOPIC_TERM;Chord;"Accord|Akkoord|Akkord|Drieklank|Musical chord|Samenklank|Zusammenklang";http://www.wikidata.org/entity/Q170439
23439;TOPIC_TERM;Hand;Main|Mano;http://www.wikidata.org/entity/Q33767
23440;TOPIC_TERM;Body;Corpo|Corps|Corpus|Körper|Lichaam;http://www.wikidata.org/entity/Q170494
23441;CORPO_NAME;"Houbraken family";;http://www.wikidata.org/entity/Q21508682|http://www.wikidata.org/entity/Q103933842
23442;PERSO_NAME;"Marchand, Louis 1669-1732";Marchand;http://www.wikidata.org/entity/Q448822
23443;GEOGR_NAME;"Geneva (Switzerland)";"Cité de Calvin|Genève|Genf";http://www.wikidata.org/entity/Q71
23444;TOPIC_TERM;Teaching;Enseignement|Instruction|Lehrtätigkeit|Les|Lesgeven|Onderwijs;http://www.wikidata.org/entity/Q352842
23445;PERSO_NAME;"Krins, Hubert";;http://www.wikidata.org/entity/Q95325169
23446;PERSO_NAME;"Feist, Joachim";;http://www.wikidata.org/entity/Q94924497
23447;PERSO_NAME;"Buvron, Jean-Marie";;
23448;PERSO_NAME;"Chanteloup, Luc";;http://www.wikidata.org/entity/Q55598367
23449;PERSO_NAME;"Lenoble, Philippe";;
23450;GEOGR_NAME;"Le Mans (France)";Cenomanensium|Croix-Gazonfière|Denis-des-Coudrais|Mans|Saint-Georges-du-Plain;http://www.wikidata.org/entity/Q1476
23451;PERSO_NAME;"Breitman, David";;http://www.wikidata.org/entity/Q122583938
23452;TOPIC_TERM;Beat;Pulse|Tactus|Temps;http://www.wikidata.org/entity/Q654693
23453;TOPIC_TERM;On-beat;"Op de slag|Op de tel";http://www.wikidata.org/entity/Q122761376
23454;TOPIC_TERM;Off-beat;"Vóór de slag|Vóór de tel";http://www.wikidata.org/entity/Q1928774
23455;TOPIC_TERM;"Mensural notation";"Mensurale notatie|Mensuralnotation|Mensurzeichen|Mensuurteken|Notation mesurée";http://www.wikidata.org/entity/Q1920919
23456;PERSO_NAME;"Milsom, David -1974";;
23457;PERSO_NAME;"Nowacki, Edward";;
23458;PERSO_NAME;"Wilcox, Beverly";;
23459;PERSO_NAME;"Glaser, Thomas -1981";;
23460;PERSO_NAME;"Seta, Francesco della";;
23461;PERSO_NAME;"Baute, David 1588-1657";;http://www.wikidata.org/entity/Q52154025
23462;PERSO_NAME;"Kuiper, Robert";;
23463;CORPO_NAME;"Deutsches Nationaltheater und Staatskapelle Weimar (Germany)";"Nationaltheater Weimar|Weimarer Hoftheater";http://www.wikidata.org/entity/Q600939
23464;PERSO_NAME;"Prigent, Hélène";;
23465;PERSO_NAME;"Rosenberg, Pierre";;http://www.wikidata.org/entity/Q966176
23466;PERSO_NAME;"Brenton, Jane";;
23467;TOPIC_TERM;"Harmonic rhythm";"Aantal akkoorden per maat|Harmonisch ritme";http://www.wikidata.org/entity/Q4886329
23468;TOPIC_TERM;Arpeggio;"Arpège|Arpeggiando|Gebroken akkoord|Harpeggio";http://www.wikidata.org/entity/Q506986
23469;PERSO_NAME;"Robins, Brian 1940-";;
23470;PERSO_NAME;"van Eijck, Clara Cornelia -1810";"Eyck, Clara Cornelia van|van Eyck, Clara Cornelia";
23471;PERSO_NAME;"Rosendaal, Joost 1963-";"Rosendaal, J. G. M. M.|Rosendaal, Jozef Gerardus Mathijs Maria ";http://www.wikidata.org/entity/Q108861999
23472;PERSO_NAME;"Edwards, Owain Tudor";;http://www.wikidata.org/entity/Q112713307
23473;PERSO_NAME;"Cunningham, John Patrick";;
23474;PERSO_NAME;"Sainte-Beuve, Charles Augustin 1804-1869";"Delorme, Joseph|Sainte-Beuve|Sainte-Beuve, C.-A";http://www.wikidata.org/entity/Q1063392
23475;PERSO_NAME;"Mattaar, Frans";;
23476;PERSO_NAME;"Jongen, Jo";;
23477;PERSO_NAME;"Strengers, Hendrik";;
23478;PERSO_NAME;"Droz, Edmond";;
23479;PERSO_NAME;"Jaquet-Droz, Pierre 1721-1790";"Droz, Pierre Jaquet";http://www.wikidata.org/entity/Q123683
23480;PERSO_NAME;"Cramer, Rie 1887-1977";"Cramer, Marie";http://www.wikidata.org/entity/Q2151902
23481;PERSO_NAME;"Nex, Jenny";;
23482;PERSO_NAME;"Whitehead, Lance";;
23483;PERSO_NAME;"O'Brien, G.";;
23484;TOPIC_TERM;Automaton;Automaat|Automat|Automata|Automate|Robot;http://www.wikidata.org/entity/Q787116
23485;PERSO_NAME;"Blümml, Emil Karl 1881-1925";"Giglleithner, K.";http://www.wikidata.org/entity/Q1336323
23486;PERSO_NAME;"Pichler, Caroline 1769-1843";"Pichler|Pichler, Carolina|Pichler, Karoline von Greiner";http://www.wikidata.org/entity/Q78814
23487;CORPO_NAME;"Deutsches Musikautomaten-Museum (Baden-Baden, Germany)";"Museum für mechanische Musikinstrumente|Museum Mechanischer Musikinstrumente, Sammlung Jan Brauers";http://www.wikidata.org/entity/Q1205844
23488;PERSO_NAME;"Boyer, Claude 1618-1698";;http://www.wikidata.org/entity/Q2977083
23489;PERSO_NAME;"Guérin d'Estriché, Nicolas  1677-1708";"Nicolas Armand Martial Guérin d'Estriché";http://www.wikidata.org/entity/Q20807825
23490;PERSO_NAME;"Jeanne d'Arc 1412-1431";"Arc, Jeanne d'|Arc, Joan of|Arc, Joana d'|Arco, Giovanna d'|Arco, Juana de|Darc, Jeanne|D'Arc, Joana|D'Arco, Giovanna";http://www.wikidata.org/entity/Q7226
23491;PERSO_NAME;"Peyrefitte, R.";;
23492;GEOGR_NAME;"Lazio (Italy)";Latina|Latium;http://www.wikidata.org/entity/Q1282
23493;PERSO_NAME;"White, Ian";;
23494;PERSO_NAME;"Thomas, Michael 1992-1997";;
23495;PERSO_NAME;"Hope-Simpson, Robert";;
23496;PERSO_NAME;"Nesbitt, Dennis 1919-?";;http://www.wikidata.org/entity/Q133710838
23497;PERSO_NAME;"Vel, Peter";;
23498;PERSO_NAME;"Pledge, Andrew";;
23499;TOPIC_TERM;"Old Testament";"Altes Testament|Ancien Testament|OT|Oude Testament";http://www.wikidata.org/entity/Q19786
23500;PERSO_NAME;"Salomon, John Peter 1745-1815";"Salomon, J. P.|Salomon, Johann Peter|Salomon, Peter";http://www.wikidata.org/entity/Q63490
23501;PERSO_NAME;"Salomon, Joseph François 1649-1732";"Salomon|Salomon, François-Joseph|Salomon, Joseph-François";http://www.wikidata.org/entity/Q3083472
23502;TOPIC_TERM;"Split sharp";"Feinte brisée|Sub/semitoets|Subsemitoets";http://www.wikidata.org/entity/Q3981433
23503;TOPIC_TERM;Keyboard;"Clavier|Klaviatur|Klavier|Manuaal|Manuale|Music keyboard|Musical keyboard|Toetsenbord";http://www.wikidata.org/entity/Q901207
23504;TOPIC_TERM;Tremulant;;http://www.wikidata.org/entity/Q1928787
23505;TOPIC_TERM;"Stylus phantasticus";"Stylus fantasticus";http://www.wikidata.org/entity/Q1891058
23506;PERSO_NAME;"Strozzi, Barbara 1619-1677";"Valle, Barbara";http://www.wikidata.org/entity/Q232235
23507;CORPO_NAME;"Strozzi family";;http://www.wikidata.org/entity/Q29575872
